window;103;0.0162185
Oh;103;0.0162185
shoulders;103;0.0162185
changed;103;0.0162185
command;102;0.016061
lived;102;0.016061
laughed;102;0.016061
hold;102;0.016061
conditions;102;0.016061
Don;102;0.016061
Let;102;0.016061
truth;101;0.0159036
addressed;101;0.0159036
Just;101;0.0159036
porch;101;0.0159036
Speransky;101;0.0159036
dress;101;0.0159036
hussar;101;0.0159036
talked;101;0.0159036
foot;100;0.0157461
laughing;100;0.0157461
persons;100;0.0157461
slightly;100;0.0157461
occupied;100;0.0157461
able;100;0.0157461
nous;100;0.0157461
plan;100;0.0157461
sad;100;0.0157461
ten;100;0.0157461
seems;100;0.0157461
Eh;100;0.0157461
du;99;0.0155887
followed;99;0.0155887
Hills;98;0.0154312
reply;98;0.0154312
remained;98;0.0154312
Je;98;0.0154312
pointing;98;0.0154312
knows;98;0.0154312
five;98;0.0154312
entered;98;0.0154312
tomorrow;98;0.0154312
relations;97;0.0152737
subject;97;0.0152737
glancing;97;0.0152737
affairs;97;0.0152737
knowing;97;0.0152737
barely;96;0.0151163
nice;96;0.0151163
master;96;0.0151163
living;96;0.0151163
captain;95;0.0149588
o;95;0.0149588
hussars;95;0.0149588
Who;95;0.0149588
passed;95;0.0149588
grand;95;0.0149588
suffering;95;0.0149588
Bennigsen;94;0.0148014
move;94;0.0148014
enormous;94;0.0148014
evidently;94;0.0148014
please;94;0.0148014
sometimes;93;0.0146439
hall;93;0.0146439
blue;93;0.0146439
stay;93;0.0146439
thin;93;0.0146439
suite;93;0.0146439
finally;93;0.0146439
ladies;93;0.0146439
Austerlitz;92;0.0144864
city;92;0.0144864
child;92;0.0144864
forward;92;0.0144864
everybody;92;0.0144864
strength;91;0.014329
hill;91;0.014329
major;91;0.014329
infantry;91;0.014329
governor;91;0.014329
showed;90;0.0141715
silence;90;0.0141715
probably;90;0.0141715
ago;90;0.0141715
town;90;0.0141715
hope;90;0.0141715
meet;90;0.0141715
usual;90;0.0141715
interrupted;90;0.0141715
guards;90;0.0141715
Tikhon;89;0.014014
Andreich;89;0.014014
die;89;0.014014
marry;89;0.014014
bring;89;0.014014
asleep;89;0.014014
General;89;0.014014
handsome;88;0.0138566
riding;88;0.0138566
sight;88;0.0138566
filled;88;0.0138566
reading;88;0.0138566
Her;88;0.0138566
purpose;88;0.0138566
c;88;0.0138566
future;88;0.0138566
Cossacks;88;0.0138566
Cossack;88;0.0138566
fat;88;0.0138566
uniform;88;0.0138566
view;87;0.0136991
quick;87;0.0136991
Julie;87;0.0136991
flank;87;0.0136991
held;87;0.0136991
1805;87;0.0136991
ranks;87;0.0136991
camp;87;0.0136991
clock;87;0.0136991
surrounded;86;0.0135417
cheerful;86;0.0135417
closed;86;0.0135417
laws;86;0.0135417
fall;86;0.0135417
colonel;86;0.0135417
arrived;86;0.0135417
sleep;86;0.0135417
unknown;86;0.0135417
circle;86;0.0135417
shouting;86;0.0135417
water;86;0.0135417
Bald;86;0.0135417
pleasant;85;0.0133842
married;85;0.0133842
really;85;0.0133842
spread;85;0.0133842
lying;85;0.0133842
late;84;0.0132267
252;84;0.0132267
single;84;0.0132267
run;84;0.0132267
simple;84;0.0132267
departure;84;0.0132267
wait;84;0.0132267
corner;83;0.0130693
case;83;0.0130693
Bilibin;83;0.0130693
Go;83;0.0130693
beside;83;0.0130693
prepared;83;0.0130693
served;83;0.0130693
court;83;0.0130693
Where;82;0.0129118
strong;82;0.0129118
Tushin;82;0.0129118
Paris;82;0.0129118
hastily;82;0.0129118
wrong;82;0.0129118
step;82;0.0129118
muzhiks;82;0.0129118
drove;82;0.0129118
cry;81;0.0127544
France;81;0.0127544
short;81;0.0127544
ground;81;0.0127544
duke;81;0.0127544
greater;81;0.0127544
gathered;81;0.0127544
beyond;81;0.0127544
pity;81;0.0127544
learned;80;0.0125969
expected;80;0.0125969
mouth;80;0.0125969
answered;80;0.0125969
servants;80;0.0125969
shot;80;0.0125969
cavalry;80;0.0125969
St;79;0.0124394
estate;79;0.0124394
gray;79;0.0124394
bright;79;0.0124394
gentlemen;79;0.0124394
tender;79;0.0124394
lowered;79;0.0124394
sun;79;0.0124394
main;79;0.0124394
form;79;0.0124394
whose;79;0.0124394
stupid;78;0.012282
somewhere;78;0.012282
written;78;0.012282
following;78;0.012282
change;78;0.012282
returned;78;0.012282
neither;78;0.012282
however;78;0.012282
grief;78;0.012282
quiet;78;0.012282
comes;78;0.012282
minister;78;0.012282
situation;78;0.012282
marshal;78;0.012282
pressed;77;0.0121245
closer;77;0.0121245
whatever;77;0.0121245
Do;77;0.0121245
dans;77;0.0121245
Ilya;77;0.0121245
angrily;77;0.0121245
Kuragin;77;0.0121245
marriage;77;0.0121245
finished;77;0.0121245
animated;76;0.0119671
fought;76;0.0119671
intelligent;76;0.0119671
plus;76;0.0119671
call;76;0.0119671
doesn;76;0.0119671
231;76;0.0119671
enough;76;0.0119671
ones;76;0.0119671
sick;76;0.0119671
direction;76;0.0119671
joyfully;75;0.0118096
simply;75;0.0118096
forget;75;0.0118096
actions;75;0.0118096
hat;74;0.0116521
Is;74;0.0116521
causes;74;0.0116521
coat;74;0.0116521
Marie;74;0.0116521
lit;74;0.0116521
send;74;0.0116521
happens;74;0.0116521
understanding;74;0.0116521
poor;74;0.0116521
laughter;74;0.0116521
seem;73;0.0114947
wishing;73;0.0114947
reception;73;0.0114947
Some;73;0.0114947
according;73;0.0114947
Nesvitsky;73;0.0114947
higher;73;0.0114947
tea;72;0.0113372
allowed;72;0.0113372
dogs;72;0.0113372
begin;72;0.0113372
Though;72;0.0113372
An;72;0.0113372
recognized;72;0.0113372
bound;72;0.0113372
possibility;72;0.0113372
ai;72;0.0113372
reached;72;0.0113372
real;72;0.0113372
carts;72;0.0113372
blood;72;0.0113372
letters;71;0.0111797
cut;71;0.0111797
ch;71;0.0111797
burning;71;0.0111797
otherwise;71;0.0111797
listen;71;0.0111797
battery;71;0.0111797
march;71;0.0111797
tout;71;0.0111797
corps;71;0.0111797
See;71;0.0111797
soir;71;0.0111797
health;71;0.0111797
today;71;0.0111797
except;71;0.0111797
hour;71;0.0111797
feelings;71;0.0111797
write;71;0.0111797
Europe;71;0.0111797
obvious;70;0.0110223
stern;70;0.0110223
wished;70;0.0110223
abandoned;70;0.0110223
comme;70;0.0110223
figures;70;0.0110223
neck;70;0.0110223
rose;70;0.0110223
dressed;70;0.0110223
stayed;70;0.0110223
brilliant;70;0.0110223
houses;70;0.0110223
galloped;70;0.0110223
sorry;70;0.0110223
outside;70;0.0110223
instead;70;0.0110223
Karataev;70;0.0110223
sit;69;0.0108648
country;69;0.0108648
book;69;0.0108648
peasants;69;0.0108648
chance;69;0.0108648
fight;69;0.0108648
girls;69;0.0108648
tre;69;0.0108648
Vera;69;0.0108648
rich;69;0.0108648
effort;69;0.0108648
allow;69;0.0108648
tall;69;0.0108648
woods;69;0.0108648
By;68;0.0107074
Murat;68;0.0107074
bien;68;0.0107074
fellow;68;0.0107074
friends;68;0.0107074
sake;68;0.0107074
respect;68;0.0107074
imagination;68;0.0107074
weak;68;0.0107074
early;68;0.0107074
seven;67;0.0105499
Vienna;67;0.0105499
managed;67;0.0105499
Everything;67;0.0105499
bye;67;0.0105499
M;67;0.0105499
grown;67;0.0105499
sofa;67;0.0105499
character;67;0.0105499
division;67;0.0105499
danger;67;0.0105499
arrival;67;0.0105499
pretty;67;0.0105499
onto;67;0.0105499
III;66;0.0103924
surprise;66;0.0103924
start;66;0.0103924
guard;66;0.0103924
glass;66;0.0103924
whisper;66;0.0103924
sky;66;0.0103924
miles;66;0.0103924
entire;66;0.0103924
imagine;66;0.0103924
raising;66;0.0103924
distance;66;0.0103924
path;66;0.0103924
246;66;0.0103924
use;66;0.0103924
pointed;66;0.0103924
artillery;66;0.0103924
blushed;65;0.010235
presented;65;0.010235
kill;65;0.010235
minutes;65;0.010235
inner;65;0.010235
spoken;65;0.010235
personal;65;0.010235
died;65;0.010235
government;65;0.010235
familiar;65;0.010235
serious;65;0.010235
sir;65;0.010235
shook;65;0.010235
noticing;64;0.0100775
gesture;64;0.0100775
Barclay;64;0.0100775
Can;64;0.0100775
king;64;0.0100775
stand;64;0.0100775
Everyone;64;0.0100775
besides;64;0.0100775
II;64;0.0100775
pulled;64;0.0100775
embarrassed;64;0.0100775
indeed;64;0.0100775
battlefield;64;0.0100775
ill;64;0.0100775
visit;64;0.0100775
glance;63;0.00992006
hearing;63;0.00992006
squadron;63;0.00992006
unpleasant;63;0.00992006
drew;63;0.00992006
consisted;63;0.00992006
